カテゴリ,物件名,所在地,アクセス1,アクセス2,アクセス3,築年数,建物の階数,部屋の階数,賃料,管理費,敷金,礼金,間取り,面積,URL
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,16.2万円,10000円,-,-,2K,31.3m2,https://suumo.jp/chintai/jnc_000086767987/?bc=100355659253
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,4階,19万円,10000円,-,-,3K,35.5m2,https://suumo.jp/chintai/jnc_000086767990/?bc=100355659213
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000049706530/?bc=100354987821
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000064337073/?bc=100355153480
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000050575859/?bc=100353058611
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000051293955/?bc=100353270281
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000051262324/?bc=100353199078
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,3階,9.7万円,10000円,9.7万円,19.4万円,2K,28.41m2,https://suumo.jp/chintai/jnc_000086659736/?bc=100354987794
賃貸マンション,きんえいマンション,東京都練馬区豊玉上２,西武池袋線/桜台駅 歩5分,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩7分,築40年,8階建,2階,12万円,8000円,12万円,12万円,3DK,55m2,https://suumo.jp/chintai/jnc_000086768309/?bc=100355704432
賃貸マンション,きんえいマンション,東京都練馬区豊玉上２,西武池袋線/桜台駅 歩5分,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩7分,築40年,8階建,8階,12.2万円,8000円,12.2万円,12.2万円,3DK,55m2,https://suumo.jp/chintai/jnc_000085810472/?bc=100350556876
賃貸マンション,プレジオ戸越,東京都品川区平塚１,東急池上線/戸越銀座駅 歩1分,都営浅草線/戸越駅 歩2分,東急池上線/荏原中延駅 歩10分,築24年,3階建,2階,13.8万円,5000円,13.8万円,13.8万円,2K,43.45m2,https://suumo.jp/chintai/jnc_000086740464/?bc=100355680061
賃貸マンション,東急池上線 戸越銀座駅 3階建 築24年,東京都品川区平塚１,東急池上線/戸越銀座駅 歩1分,都営浅草線/戸越駅 歩1分,東急目黒線/武蔵小山駅 歩18分,築24年,3階建,2階,13.8万円,5000円,13.8万円,13.8万円,2K,43.45m2,https://suumo.jp/chintai/jnc_000086758229/?bc=100355604893
賃貸マンション,ZOOM高田馬場,東京都新宿区下落合１,西武新宿線/下落合駅 歩5分,ＪＲ山手線/高田馬場駅 歩9分,都営大江戸線/中井駅 歩16分,築2年,10階建,2階,13.3万円,8000円,13.3万円,13.3万円,2K,32.68m2,https://suumo.jp/chintai/jnc_000071224222/?bc=100355620175
賃貸一戸建て,足立区柳原2丁目貸戸建,東京都足立区柳原２,ＪＲ常磐線/北千住駅 歩10分,東武伊勢崎線/牛田駅 歩10分,京成本線/京成関屋駅 歩10分,築36年,2階建,1階,11万円,-,11万円,11万円,4DK,70m2,https://suumo.jp/chintai/jnc_000083935323/?bc=100337398126
賃貸一戸建て,足立区柳原2丁目貸戸建,東京都足立区柳原２,ＪＲ常磐線/北千住駅 歩10分,東武伊勢崎線/牛田駅 歩10分,京成本線/京成関屋駅 歩10分,築36年,2階建,1-2階,11万円,-,11万円,11万円,4DK,70m2,https://suumo.jp/chintai/jnc_000086021814/?bc=100350707681
賃貸一戸建て,ＪＲ京浜東北線 蒲田駅 2階建 築42年,東京都大田区蒲田１,ＪＲ京浜東北線/蒲田駅 歩9分,京急空港線/京急蒲田駅 歩9分,京急本線/梅屋敷駅 歩10分,築42年,2階建,1-2階,17万円,-,17万円,17万円,5LDK,132m2,https://suumo.jp/chintai/jnc_000031694514/?bc=100355058819
賃貸一戸建て,西ヶ原ハウスIII,東京都北区西ケ原２,東京メトロ南北線/西ケ原駅 歩4分,ＪＲ京浜東北線/王子駅 歩7分,都電荒川線/飛鳥山駅 歩6分,築53年,2階建,-,16万円,-,16万円,16万円,4DK,67.47m2,https://suumo.jp/chintai/jnc_000078675788/?bc=100355496653
賃貸マンション,アヴァンティーク東銀座,東京都中央区築地４,都営大江戸線/築地市場駅 歩1分,都営浅草線/東銀座駅 歩3分,東京メトロ日比谷線/築地駅 歩5分,築20年,8階建,4階,15.1万円,9000円,15.1万円,15.1万円,3K,41.46m2,https://suumo.jp/chintai/jnc_000043005108/?bc=100355229981
賃貸マンション,東京メトロ日比谷線 東銀座駅 8階建 築20年,東京都中央区築地４,東京メトロ日比谷線/東銀座駅 歩3分,都営大江戸線/築地市場駅 歩5分,東京メトロ日比谷線/築地駅 歩6分,築20年,8階建,4階,15.1万円,9000円,15.1万円,15.1万円,2SK,41.46m2,https://suumo.jp/chintai/jnc_000043019091/?bc=100355225016
賃貸マンション,フレンシア御徒町,東京都台東区東上野１,東京メトロ日比谷線/仲御徒町駅 歩3分,ＪＲ山手線/御徒町駅 歩5分,都営大江戸線/上野御徒町駅 歩6分,新築,13階建,2階,18.3万円,14000円,18.3万円,18.3万円,2LDK,40.47m2,https://suumo.jp/chintai/jnc_000086740252/?bc=100355450743
賃貸マンション,フレンシア御徒町,東京都台東区東上野１,東京メトロ日比谷線/仲御徒町駅 歩3分,ＪＲ山手線/御徒町駅 歩5分,都営大江戸線/上野御徒町駅 歩6分,新築,13階建,2階,18.4万円,14000円,18.4万円,18.4万円,2LDK,41.61m2,https://suumo.jp/chintai/jnc_000086740249/?bc=100355475244
賃貸マンション,フレンシア御徒町,東京都台東区東上野１,東京メトロ日比谷線/仲御徒町駅 歩3分,ＪＲ山手線/御徒町駅 歩5分,都営大江戸線/上野御徒町駅 歩6分,新築,13階建,3階,18.5万円,14000円,18.5万円,18.5万円,2LDK,40.47m2,https://suumo.jp/chintai/jnc_000086740260/?bc=100355637013
賃貸マンション,フレンシア御徒町,東京都台東区東上野１,東京メトロ日比谷線/仲御徒町駅 歩3分,ＪＲ山手線/御徒町駅 歩5分,都営大江戸線/上野御徒町駅 歩6分,新築,13階建,3階,18.6万円,14000円,18.6万円,18.6万円,2LDK,41.61m2,https://suumo.jp/chintai/jnc_000086740257/?bc=100355450771
賃貸マンション,東京メトロ半蔵門線 水天宮前駅 12階建 築26年,東京都中央区日本橋中洲,東京メトロ半蔵門線/水天宮前駅 歩6分,都営新宿線/浜町駅 歩8分,東京メトロ日比谷線/人形町駅 歩9分,築26年,12階建,5階,17.1万円,12000円,17.1万円,-,2LDK,53.69m2,https://suumo.jp/chintai/jnc_000074737168/?bc=100355610644
賃貸マンション,リヴ赤塚,東京都板橋区赤塚２,東武東上線/成増駅 歩8分,東京メトロ副都心線/地下鉄赤塚駅 歩7分,東京メトロ有楽町線/地下鉄成増駅 歩11分,築16年,3階建,1階,12万円,6000円,12万円,12万円,2LDK,52.25m2,https://suumo.jp/chintai/jnc_000086732326/?bc=100320968714
賃貸テラス・タウンハウス,カーサ・ロテリア,東京都豊島区千早３,西武池袋線/東長崎駅 歩7分,東京メトロ有楽町線/千川駅 歩10分,東京メトロ副都心線/千川駅 歩10分,築11年,2階建,2階,15.8万円,-,15.8万円,23.7万円,2LDK,62.92m2,https://suumo.jp/chintai/jnc_000048112047/?bc=100355467800
賃貸マンション,東京メトロ日比谷線 三ノ輪駅 11階建 築46年,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩9分,都電荒川線/荒川区役所前駅 歩2分,,築46年,11階建,11階,9.5万円,-,9.5万円,9.5万円,3K,41.26m2,https://suumo.jp/chintai/jnc_000045513888/?bc=100325902258
賃貸マンション,シャンボール三ノ輪,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩9分,ＪＲ常磐線/三河島駅 歩12分,京成本線/町屋駅 歩15分,築46年,11階建,11階,9.5万円,-,9.5万円,9.5万円,3K,41.26m2,https://suumo.jp/chintai/jnc_000036748255/?bc=100325590863
賃貸マンション,ＪＲ山手線 五反田駅 8階建 築54年,東京都品川区東五反田２,ＪＲ山手線/五反田駅 歩3分,都営浅草線/五反田駅 歩3分,東急池上線/五反田駅 歩3分,築54年,8階建,2階,12.9万円,10000円,12.9万円,12.9万円,2DK,42.89m2,https://suumo.jp/chintai/jnc_000086341919/?bc=100352861039
賃貸アパート,シティパオ荻窪,東京都杉並区荻窪４,ＪＲ中央線/荻窪駅 歩4分,ＪＲ総武線/荻窪駅 歩4分,東京メトロ丸ノ内線/荻窪駅 歩4分,築32年,2階建,1階,14.2万円,3000円,14.2万円,14.2万円,2DK,42.04m2,https://suumo.jp/chintai/jnc_000057975491/?bc=100355673822
賃貸マンション,サン・コート井草,東京都杉並区井草１,西武新宿線/下井草駅 歩3分,西武池袋線/富士見台駅 歩21分,ＪＲ中央線/荻窪駅 バス22分 (バス停)下井草駅 歩5分,築41年,4階建,2階,15.3万円,7000円,-,-,4DK,83.38m2,https://suumo.jp/chintai/jnc_000084095175/?bc=100353731736
賃貸マンション,サン・コート井草,東京都杉並区井草１,西武新宿線/下井草駅 歩3分,西武池袋線/富士見台駅 歩21分,ＪＲ中央線/荻窪駅 バス22分 (バス停)下井草駅 歩5分,築41年,4階建,2階,15.8万円,7000円,-,15.8万円,4DK,83.38m2,https://suumo.jp/chintai/jnc_000086651340/?bc=100338504190
賃貸マンション,東京メトロ丸ノ内線 四谷三丁目駅 10階建 築4年,東京都新宿区大京町,東京メトロ丸ノ内線/四谷三丁目駅 歩7分,都営大江戸線/国立競技場駅 歩10分,都営新宿線/曙橋駅 歩15分,築4年,10階建,2階,13.15万円,10000円,-,-,21K,25.59m2,https://suumo.jp/chintai/jnc_000086583922/?bc=100354429067
賃貸マンション,西武新宿線 下井草駅 4階建 築41年,東京都杉並区井草１,西武新宿線/下井草駅 歩3分,西武新宿線/井荻駅 歩7分,西武池袋線/富士見台駅 歩20分,築41年,4階建,2階,15.8万円,7000円,-,15.8万円,4DK,83.38m2,https://suumo.jp/chintai/jnc_000086651341/?bc=100351770928
賃貸マンション,西武新宿線 下井草駅 4階建 築41年,東京都杉並区井草１,西武新宿線/下井草駅 歩3分,西武新宿線/井荻駅 歩7分,西武池袋線/富士見台駅 歩20分,築41年,4階建,2階,15.8万円,7000円,-,15.8万円,4DK,83.38m2,https://suumo.jp/chintai/jnc_000086667014/?bc=100338626587
賃貸マンション,メゾン・ド・ヴィオレ,東京都大田区東矢口３,東急池上線/蓮沼駅 歩6分,東急多摩川線/矢口渡駅 歩9分,東急多摩川線/蒲田駅 歩10分,築29年,4階建,4階,12万円,5000円,12万円,12万円,2DK,40.46m2,https://suumo.jp/chintai/jnc_000086423628/?bc=100353322313
賃貸マンション,ＪＲ京浜東北線 蒲田駅 4階建 築29年,東京都大田区東矢口３,ＪＲ京浜東北線/蒲田駅 歩10分,東急池上線/蓮沼駅 歩4分,東急多摩川線/矢口渡駅 歩8分,築29年,4階建,4階,12万円,5000円,12万円,12万円,2DK,40.46m2,https://suumo.jp/chintai/jnc_000086758304/?bc=100355602629
賃貸マンション,ＪＲ京浜東北線 赤羽駅 4階建 築31年,東京都北区赤羽１,ＪＲ京浜東北線/赤羽駅 歩7分,東京メトロ南北線/赤羽岩淵駅 歩3分,東京メトロ南北線/志茂駅 歩17分,築31年,4階建,2階,11.5万円,-,11.5万円,-,3K,46.92m2,https://suumo.jp/chintai/jnc_000061088020/?bc=100336074082
賃貸マンション,要町ガーデンハイツ,東京都豊島区要町１,東京メトロ副都心線/要町駅 歩5分,東京メトロ有楽町線/要町駅 歩5分,西武池袋線/椎名町駅 歩12分,築32年,5階建,3階,17.8万円,10000円,17.8万円,21.36万円,2LDK,59.85m2,https://suumo.jp/chintai/jnc_000085324912/?bc=100342155569
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.35万円,15000円,-,11.35万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000085010262/?bc=100351426330
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598490/?bc=100354729150
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598488/?bc=100354729147
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010248/?bc=100353316388
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598491/?bc=100354729152
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598489/?bc=100354729157
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598487/?bc=100354729160
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.65万円,15000円,-,11.65万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000086598494/?bc=100354729168
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.65万円,15000円,-,11.65万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000086376701/?bc=100353515532
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.65万円,15000円,-,11.65万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000086376700/?bc=100353515496
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010268/?bc=100351432870
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010269/?bc=100355042788
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010270/?bc=100351433097
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010271/?bc=100353919042
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010267/?bc=100351432974
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010281/?bc=100345787975
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.7万円,15000円,-,11.7万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010292/?bc=100345787938
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.7万円,15000円,-,11.7万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000085010290/?bc=100345787995
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.7万円,15000円,-,11.7万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000085010289/?bc=100345788010
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598497/?bc=100355137621
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010285/?bc=100345787958
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598499/?bc=100355137532
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598498/?bc=100355137561
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598500/?bc=100355137547
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010284/?bc=100345787976
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.75万円,15000円,-,11.75万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010318/?bc=100345788008
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.75万円,15000円,-,11.75万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010317/?bc=100345787994
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000086598510/?bc=100355137601
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010300/?bc=100345788005
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010299/?bc=100345787999
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010303/?bc=100345787991
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010301/?bc=100355137625
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010302/?bc=100355137641
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010319/?bc=100345787940
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598512/?bc=100355137591
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598511/?bc=100355137546
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000084778350/?bc=100354541351
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598513/?bc=100354541475
賃貸マンション,フジハイツ,東京都品川区中延６,東急大井町線/荏原町駅 歩7分,都営浅草線/馬込駅 歩8分,東急大井町線/中延駅 歩10分,築40年,3階建,3階,10万円,-,10万円,-,3K,49m2,https://suumo.jp/chintai/jnc_000083785065/?bc=100336451160
賃貸マンション,ハーモニーレジデンス中野本町パークサイド,東京都中野区本町５,東京メトロ丸ノ内線/中野新橋駅 歩6分,東京メトロ丸ノ内線/新中野駅 歩9分,ＪＲ中央線/中野駅 歩20分,築3年,4階建,1階,10.95万円,15000円,-,-,2K,25.5m2,https://suumo.jp/chintai/jnc_000075954238/?bc=100351960281
賃貸マンション,ハーモニーレジデンス中野本町パークサイド,東京都中野区本町５,東京メトロ丸ノ内線/中野新橋駅 歩6分,東京メトロ丸ノ内線/新中野駅 歩9分,ＪＲ中央線/中野駅 歩20分,築3年,4階建,1階,11.1万円,15000円,-,-,2K,25.5m2,https://suumo.jp/chintai/jnc_000086357748/?bc=100353272282
賃貸マンション,ハーモニーレジデンス中野本町パークサイド,東京都中野区本町５,東京メトロ丸ノ内線/中野新橋駅 歩6分,東京メトロ丸ノ内線/新中野駅 歩9分,ＪＲ中央線/中野駅 歩20分,築3年,4階建,4階,11.5万円,15000円,-,-,2K,25.5m2,https://suumo.jp/chintai/jnc_000086625871/?bc=100354912371
賃貸マンション,HF西新宿レジデンスWEST,東京都新宿区西新宿８,東京メトロ丸ノ内線/西新宿駅 歩6分,ＪＲ中央線/大久保駅 歩7分,西武新宿線/西武新宿駅 歩11分,築18年,12階建,11階,13.6万円,12000円,13.6万円,-,11DK,32.64m2,https://suumo.jp/chintai/jnc_000086383687/?bc=100352984478
